ID,Customer Name,Customer Type,Customer Group,Territory,Email Id,Billing Currency,Customer Primary Address
"Synnovation Therapeutics, Inc","Synnovation Therapeutics, Inc",Company,Commercial,United States,jyang@synnovationtx.com,USD,
Synthonix Inc.,Synthonix Inc.,Company,Commercial,United States,mmiller@synthonix.com,USD,
"Syros Pharmaceuticals, Inc.","Syros Pharmaceuticals, Inc.",Company,Commercial,United States,accounts@syros.com,USD,
Takeda Austria GmbH,Takeda Austria GmbH,Company,Commercial,United States,sarah.sageder@takeda.com,USD,
"Takeda California, Inc.","Takeda California, Inc.",Company,Commercial,United States,invoices.us@takeda.invoicetrack.com,USD,
"Tango Therapeutics, Inc.","Tango Therapeutics, Inc.",Company,Commercial,United States,finance@tangotx.com,USD,
Tarveda Therapeutics,Tarveda Therapeutics,Company,Commercial,United States,info@tarvedatx.com,USD,
TCG Lifesciences Pvt. Ltd.,TCG Lifesciences Pvt. Ltd.,Company,Commercial,United States,krishnendu.das@tcgls.com; debarnisha.ganguly@tcgls.com,USD,
TCI Chemical Trading Co Ltd,TCI Chemical Trading Co Ltd,Company,Commercial,United States,maki.mokushi@tcichemicals.com; Rieko.Yokoyama@tcichemicals.com,USD,
Technical University of Liberec,Technical University of Liberec,Company,Commercial,United States,linda.frydrychova@tul.cz; mateusz.fijalkowski@tul.cz,USD,
Technische Universiteit Eindhoven,Technische Universiteit Eindhoven,Company,Commercial,United States,accounts_payables@tue.nl,USD,
Tel-Aviv University,Tel-Aviv University,Company,Commercial,United States,eduardk@tauex.tau.ac.il,USD,
Temple University - Lisa Lomax,Temple University - Lisa Lomax,Company,Commercial,United States,lisa.lomax@temple.edu,USD,
Tenova Pharmaceuticals Inc,Tenova Pharmaceuticals Inc,Company,Commercial,United States,jguo@tenovapharma.com,USD,
Terramera Inc.,Terramera Inc.,Company,Commercial,United States,lab.admin@terramera.com,USD,
Texas A&M Univeristy - Thomas Meek,Texas A&M Univeristy - Thomas Meek,Company,Commercial,United States,tdmeek@tamu.edu,USD,
Texas A&M University,Texas A&M University,Company,Commercial,United States,tamu.invoices@trustflowds.com,USD,
Texas Tech University,Texas Tech University,Company,Commercial,United States,payment.strategies@ttu.edu,USD,
The Andwin Corp,The Andwin Corp,Company,Commercial,United States,tcisneros@andwin.com,USD,
"The Broad Institute, Inc","The Broad Institute, Inc",Company,Commercial,United States,AP@broadinstitute.org,USD,
The College of Wooster K Feierabend,The College of Wooster K Feierabend,Company,Commercial,United States,krfeierabend@wooster.edu,USD,
The Hebrew University of Jerusalem,The Hebrew University of Jerusalem,Company,Commercial,United States,einatf@savion.huji.ac.il,USD,
The Institute of Cancer Research,The Institute of Cancer Research,Company,Commercial,United States,invoices-sutton@icr.ac.uk,USD,
The Ohio State University,The Ohio State University,Company,Commercial,United States,OR-AP@osu.edu,USD,
The Procter & Gamble - Gary Fuentes,The Procter & Gamble - Gary Fuentes,Company,Commercial,United States,fuentes.gr@pg.com,USD,
The Rockefeller University,The Rockefeller University,Company,Commercial,United States,ap@rockefeller.edu,USD,
"The Roskamp Institute, Inc.","The Roskamp Institute, Inc.",Company,Commercial,United States,accounting@roskampinstitute.org,USD,
The Scripps Research Institute,The Scripps Research Institute,Company,Commercial,United States,payables@scripps.edu,USD,
The Tochtrop Lab- John Kaufman,The Tochtrop Lab- John Kaufman,Company,Commercial,United States,jak251@case.edu,USD,
The University of British Columbia,The University of British Columbia,Company,Commercial,United States,davewill@chem.ubc.ca,USD,
"The University of California, Davis","The University of California, Davis",Company,Commercial,United States,mwilbursingh@ucdavis.edu,USD,
The University of Chicago,The University of Chicago,Company,Commercial,United States,invoices@uchicago.edu,USD,
The University of Iowa - Shyam Udas,The University of Iowa - Shyam Udas,Company,Commercial,United States,shyam-udas@uiowa.edu,USD,
The University of Kansas,The University of Kansas,Company,Commercial,United States,apinbox@ku.edu,USD,
The University of Michigan,The University of Michigan,Company,Commercial,United States,accounts.payable@umich.edu,USD,
The University of Oklahoma,The University of Oklahoma,Company,Commercial,United States,fsinvoices@ou.edu,USD,
The University of Sheffield,The University of Sheffield,Company,Commercial,United States,denise.richards@sheffield.ac.uk,USD,
The University of Texas At Austin,The University of Texas At Austin,Company,Commercial,United States,hermans@austin.utexas.edu,USD,
The Walter + Eliza Hall Institute,The Walter + Eliza Hall Institute,Company,Commercial,United States,accountspayable@wehi.edu.au,USD,
The Wistar Institute,The Wistar Institute,Company,Commercial,United States,Orders@esmsolutions.com; ewatkins@wistar.org; preddy@wistar.org,USD,
Theratechnologies Inc,Theratechnologies Inc,Company,Commercial,United States,abock@theratech.com,USD,
Thermofisher Scientific,Thermofisher Scientific,Company,Commercial,United States,lucy.lo@thermofisher.com,USD,
"Tjaden Biosciences, LLC","Tjaden Biosciences, LLC",Company,Commercial,United States,etjaden@tjbios.com,USD,
TME Therapeutics,TME Therapeutics,Company,Commercial,United States,Vinodfpatel@tmetherapeutics.com; KUMAR@chemvedals.com,USD,
Totus Medicines Inc.,Totus Medicines Inc.,Company,Commercial,United States,Totus.AP@bill.com,USD,
Toyota,Toyota,Company,Commercial,United States,mikhail.redko@toyota.com,USD,
TP Therapeutics,TP Therapeutics,Company,Commercial,United States,accounting@tptherapeutics.com,USD,
"TP Therapeutics, Inc","TP Therapeutics, Inc",Company,Commercial,United States,accounting@tptherapeutics.com,USD,
"Treeline Biosciences, Inc.","Treeline Biosciences, Inc.",Company,Commercial,United States,ap@treeline.bio,USD,
Treventis Corporation,Treventis Corporation,Company,Commercial,United States,finance@treventis.com,USD,
Trilo Therapeutics,Trilo Therapeutics,Company,Commercial,United States,cheryl@trilotx.com,USD,
Trilogy Sciences Inc.,Trilogy Sciences Inc.,Company,Commercial,United States,neil@trilogysciences.com,USD,
"TU Berlin, Institut für Chemie","TU Berlin, Institut für Chemie",Company,Commercial,United States,sattler@chem.tu-berlin.de,USD,
Tufts University,Tufts University,Company,Commercial,United States,chemorders@tufts.edu,USD,
Tufts University - Shuang Pan,Tufts University - Shuang Pan,Company,Commercial,United States,shuangpan0401@gmail.com,USD,
Tulane University,Tulane University,Company,Commercial,United States,accountspayable@wave.tulane.edu,USD,
TUM,TUM,Company,Commercial,United States,daniel.norman@tum.de,USD,
"TyraTech, Inc.","TyraTech, Inc.",Company,Commercial,United States,lduprey@envancetech.com,USD,
UC Berkeley - Johann Yopp,UC Berkeley - Johann Yopp,Company,Commercial,United States,jyopp@berkeley.edu,USD,
UC Davis,UC Davis,Company,Commercial,United States,smanzo@ucdavis.edu,USD,
UC Irvine - Binh Ly,UC Irvine - Binh Ly,Company,Commercial,United States,binhtl@uci.edu,USD,
UC Irvine - Devi Wiseman,UC Irvine - Devi Wiseman,Company,Commercial,United States,wisemand@uci.edu,USD,
UC Irvine Health - R Chiang,UC Irvine Health - R Chiang,Company,Commercial,United States,rechiang@hs.uci.edu,USD,
UC San Diego - Robyn Swanland,UC San Diego - Robyn Swanland,Company,Commercial,United States,rswaland@ucsd.edu,USD,
UCI Radiology - Ashley Valdivia,UCI Radiology - Ashley Valdivia,Company,Commercial,United States,ashlev2@uci.edu,USD,
UCLA,UCLA,Company,Commercial,United States,ucla.invoices@submit.transcepta.com,USD,
"UDC, Inc.","UDC, Inc.",Company,Commercial,United States,iwhite@oled.com; jtsai@oled.com; kkontorowicz@oled.com,USD,
UIC College of Pharmacy - I Gaisina,UIC College of Pharmacy - I Gaisina,Company,Commercial,United States,igaysina@uic.edu,USD,
"Ultima Genomics, Inc.","Ultima Genomics, Inc.",Company,Commercial,United States,ap@ultimagen.com,USD,
UMass Amherst,UMass Amherst,Company,Commercial,United States,jmmedeiros@umass.edu,USD,
UMass Medical School,UMass Medical School,Company,Commercial,United States,invoices@umassp.edu,USD,
UMKC School of Pharmacy,UMKC School of Pharmacy,Company,Commercial,United States,gutheilw@umkc.edu,USD,
UNC Chapel Hill- Matthew Axtman,UNC Chapel Hill- Matthew Axtman,Company,Commercial,United States,rlj323@live.unc.edu,USD,
UNC Eshelman School of Pharmacy,UNC Eshelman School of Pharmacy,Company,Commercial,United States,ESOPFINANCE@UNC.EDU,USD,
UNC SOM - Phoebe Jackson,UNC SOM - Phoebe Jackson,Company,Commercial,United States,ptjackso@email.unc.edu,USD,
Uni. of Houston - Dept of Chemistry-CC,Uni. of Houston - Dept of Chemistry-CC,Company,Commercial,United States,jrfeil@uh.edu,USD,
Uni. of Houston College of Pharmacy - CC,Uni. of Houston College of Pharmacy - CC,Company,Commercial,United States,rxorder@uh.edu,USD,
Unity Biotechnology,Unity Biotechnology,Company,Commercial,United States,ap@unitybiotechnology.com,USD,
Univ of Alabama- Tamaria Treadwell,Univ of Alabama- Tamaria Treadwell,Company,Commercial,United States,ttreadwell3@ua.edu,USD,
Univ of CA San Diego - T Abendroth,Univ of CA San Diego - T Abendroth,Company,Commercial,United States,tabend@ucsd.edu,USD,
Univ of Cincinnati - D Petermann,Univ of Cincinnati - D Petermann,Company,Commercial,United States,chemrxf@uc.edu,USD,
Univ Of Conn - IMS-Nancy Kellerann,Univ Of Conn - IMS-Nancy Kellerann,Company,Commercial,United States,nancy.kellerann@uconn.edu,USD,
Univ of Florida - Chen Zhou,Univ of Florida - Chen Zhou,Company,Commercial,United States,zhouc@ufl.edu,USD,
Univ of Florida - Tara Tucker,Univ of Florida - Tara Tucker,Company,Commercial,United States,ttucker2@ufl.edu,USD,
Univ of Houston - Jessica Feil,Univ of Houston - Jessica Feil,Company,Commercial,United States,jrfeil@uh.edu,USD,
Univ of Houston - S Hamilton,Univ of Houston - S Hamilton,Company,Commercial,United States,rxorder@uh.edu,USD,
Univ of Illinois - C Johnson,Univ of Illinois - C Johnson,Company,Commercial,United States,scsorders@scs.uiuc.edu,USD,
Univ of Illinois - Hyoung Sook Ann,Univ of Illinois - Hyoung Sook Ann,Company,Commercial,United States,annhs@illinois.edu,USD,
Univ of Kentucky - David Watt,Univ of Kentucky - David Watt,Company,Commercial,United States,cbo@uky.edu,USD,
Univ of MA at Amherst - Hongxu Liu,Univ of MA at Amherst - Hongxu Liu,Company,Commercial,United States,hongxuliu@umass.edu,USD,
Univ of MA at Amherst - T Mohammed,Univ of MA at Amherst - T Mohammed,Company,Commercial,United States,tkoyasserily@umass.edu,USD,
Univ of Maryland - Jeanette Spain,Univ of Maryland - Jeanette Spain,Company,Commercial,United States,jspain@rx.umaryland.edu,USD,
Univ of Minnesota - Erin Warholm-W,Univ of Minnesota - Erin Warholm-W,Company,Commercial,United States,warho025@umn.edu,USD,
Univ of Mississippi- April Joyner - CC,Univ of Mississippi- April Joyner - CC,Company,Commercial,United States,arjoyner@olemiss.edu,USD,
Univ of Mississippi - J Crawley,Univ of Mississippi - J Crawley,Company,Commercial,United States,jlcrawle@olemiss.edu,USD,
Univ of Mississippi - K Ballering,Univ of Mississippi - K Ballering,Company,Commercial,United States,kkballer@olemiss.edu,USD,
Univ of Mississippi - Loretta Jones,Univ of Mississippi - Loretta Jones,Company,Commercial,United States,LJJONES3@olemiss.edu,USD,
Univ of NH - Ana M Knezevic,Univ of NH - Ana M Knezevic,Company,Commercial,United States,cepsbsc.orders@unh.edu,USD,
Univ of North Carolina- Ann Sherman - CC,Univ of North Carolina- Ann Sherman - CC,Company,Commercial,United States,ann_sherman@med.unc.edu,USD,
Univ of North Carolina- Hengming Ke,Univ of North Carolina- Hengming Ke,Company,Commercial,United States,hengming_ke@med.unc.edu,USD,
Univ of North Carolina- J Dempsey,Univ of North Carolina- J Dempsey,Company,Commercial,United States,mmortell@live.unc.edu,USD,
Univ of North Carolina - B Newman,Univ of North Carolina - B Newman,Company,Commercial,United States,bridann@email.unc.edu,USD,
Univ of of Rochester - Andrew Rueby,Univ of of Rochester - Andrew Rueby,Company,Commercial,United States,Rakesh_Singh@URMC.Rochester.edu,USD,
Univ of Rochester - Jennifer Condit,Univ of Rochester - Jennifer Condit,Company,Commercial,United States,clair.cunningham@rochester.edu,USD,
Univ of South California-James,Univ of South California-James,Company,Commercial,United States,jmanahan@college.usc.edu,USD,
Univ of South Florida - Songyi Xue,Univ of South Florida - Songyi Xue,Company,Commercial,United States,songyixue@usf.edu,USD,
Univ of Southern California-V Fokin,Univ of Southern California-V Fokin,Company,Commercial,United States,fokin@usc.edu,USD,
Univ of Tennessee - B Boyd-Martin,Univ of Tennessee - B Boyd-Martin,Company,Commercial,United States,bboydma1@uthsc.edu,USD,
Univ of Tennessee HSC Reaunn M,Univ of Tennessee HSC Reaunn M,Company,Commercial,United States,rmorgan573@uthsc.edu,USD,
Univ of Texas at Austin - Leslie L,Univ of Texas at Austin - Leslie L,Company,Commercial,United States,invoices@cm.utexas.edu,USD,
Univ of Texas at Dallas - Qing Yan,Univ of Texas at Dallas - Qing Yan,Company,Commercial,United States,qxy180011@utdallas.edu,USD,
Univ of Toledo - Zizheng Dong,Univ of Toledo - Zizheng Dong,Company,Commercial,United States,zizheng.dong@utoledo.edu,USD,
Univ of Vermont - Mona Sharafi,Univ of Vermont - Mona Sharafi,Company,Commercial,United States,mona.sharafi@uvm.edu,USD,
Univ of Vermont - S Schneebeli,Univ of Vermont - S Schneebeli,Company,Commercial,United States,severin.schneebeli@uvm.edu,USD,
Univ of Washington- Linh Van,Univ of Washington- Linh Van,Company,Commercial,United States,lv9@uw.edu,USD,
Univ of Washington- Michael Z,Univ of Washington- Michael Z,Company,Commercial,United States,mickz@uw.edu,USD,
Univ of Washington - Frances Wedge,Univ of Washington - Frances Wedge,Company,Commercial,United States,chempurchase@uw.edu,USD,
Univ of Washington - Hazel Valdez,Univ of Washington - Hazel Valdez,Company,Commercial,United States,hvweber@uw.edu,USD,
Univ of Washington - M Zimmerman - CC,Univ of Washington - M Zimmerman - CC,Company,Commercial,United States,zimmerman@chem.washington.edu,USD,
Univ of Washington - S Creason,Univ of Washington - S Creason,Company,Commercial,United States,screason@uw.edu,USD,
Univ of Washington MSE -Dawn Counts,Univ of Washington MSE -Dawn Counts,Company,Commercial,United States,mse@uw.edu,USD,
Univ of Wisconsin- Mike Malone,Univ of Wisconsin- Mike Malone,Company,Commercial,United States,mhmalone@wisc.edu; purchasing@chem.wisc.edu,USD,
Univ of Wisconsin - Chad Skemp,Univ of Wisconsin - Chad Skemp,Company,Commercial,United States,purchasing@chem.wisc.edu,USD,
Univ. of South Carolina -C. Granger,Univ. of South Carolina -C. Granger,Company,Commercial,United States,cgranger@email.sc.edu,USD,
Universite de Montreal,Universite de Montreal,Company,Commercial,United States,facturefournisseur@fin.umontreal.ca,USD,
Université Libre de Bruxelles,Université Libre de Bruxelles,Company,Commercial,United States,achats-secretariat@admin.ulb.ac.be,USD,
Universiteit Gent,Universiteit Gent,Company,Commercial,United States,Annelies.VanHoeck@ugent.be,USD,
University at Buffalo,University at Buffalo,Company,Commercial,United States,apinvoice@business.buffalo.edu,USD,
University of Alabama - CC,University of Alabama - CC,Company,Commercial,United States,iramzafar@uabmc.edu,USD,
University of Alberta,University of Alberta,Company,Commercial,United States,invoices@ualberta.coupahost.com,USD,
University of Buffalo - A Millner,University of Buffalo - A Millner,Company,Commercial,United States,alecmill@buffalo.edu,USD,
University of Calgary,University of Calgary,Company,Commercial,United States,hagelj@ucalgary.ca,USD,
University of Calgary- Joseph T.,University of Calgary- Joseph T.,Company,Commercial,United States,hagelj@ucalgary.ca,USD,
"University of California, SF","University of California, SF",Company,Commercial,United States,ucsf.invoices@submit.transcepta.com,USD,
"University of Chem and Tech, Prague","University of Chem and Tech, Prague",Company,Commercial,United States,Michael.Vlcek@vscht.cz,USD,
University of Cincinnati- R. Mullen,University of Cincinnati- R. Mullen,Company,Commercial,United States,chemrxf@uc.edu,USD,
University of Cincinnati - K Adams,University of Cincinnati - K Adams,Company,Commercial,United States,chemrxf@uc.edu,USD,
University of Colorado,University of Colorado,Company,Commercial,United States,APInvoice@cu.edu,USD,
University of Eastern Finland,University of Eastern Finland,Company,Commercial,United States,petri.turhanen@uef.fi,USD,
University of Florence,University of Florence,Company,Commercial,United States,acquisti@chim.unifi.it,USD,
University of Florida - A Lavender,University of Florida - A Lavender,Company,Commercial,United States,a.lavender@cop.ufl.edu,USD,
University of Geneva,University of Geneva,Company,Commercial,United States,Fournisseurs-centrale@unige.ch,USD,
University of Georgia,University of Georgia,Company,Commercial,United States,actpay@uga.edu,USD,
University of Houston - A Statsyuk,University of Houston - A Statsyuk,Company,Commercial,United States,snhamilt@central.uh.edu; rxorder@central.uh.edu; ptchuong2@uh.edu,USD,
University of Illinois,University of Illinois,Company,Commercial,United States,upayvendorinvoices@uillinois.edu,USD,
University of Illinois - Julie Maze,University of Illinois - Julie Maze,Company,Commercial,United States,scsorders@scs.uiuc.edu,USD,
University of Illinois -Christine J,University of Illinois -Christine J,Company,Commercial,United States,scsorders@scs.uiuc.edu,USD,
University of Iowa- Timothy Koon,University of Iowa- Timothy Koon,Company,Commercial,United States,uss-chemistry@uiowa.edu,USD,
University of Iowa - Christopher A,University of Iowa - Christopher A,Company,Commercial,United States,galpin@uiowa.edu,USD,
University of Kentucky- A. Lesaux,University of Kentucky- A. Lesaux,Company,Commercial,United States,asbc@uky.edu,USD,
University Of Kentucky - AS BC,University Of Kentucky - AS BC,Company,Commercial,United States,gmri222@uky.edu,USD,
University of Leeds,University of Leeds,Company,Commercial,United States,apuol@leeds.ac.uk,USD,
University of Manitoba,University of Manitoba,Company,Commercial,United States,sharon.mullen@ad.umanitoba.ca,USD,
University of Maryland,University of Maryland,Company,Commercial,United States,jborrome@umd.edu,USD,
University of Minnesota,University of Minnesota,Company,Commercial,United States,jens0749@umn.edu,USD,
University of Nebraska,University of Nebraska,Company,Commercial,United States,invoices@nebraska.edu,USD,
University of Notre Dame,University of Notre Dame,Company,Commercial,United States,invoice@nd.edu,USD,
University of Oregon,University of Oregon,Company,Commercial,United States,jdr@uoregon.edu,USD,
University of Pennsylvania,University of Pennsylvania,Company,Commercial,United States,poinv@upenn.edu,USD,
University of South Dakota,University of South Dakota,Company,Commercial,United States,chemistry@usd.edu,USD,
University of South Florida,University of South Florida,Company,Commercial,United States,lorivanhelde@usf.edu,USD,
University of Tennessee,University of Tennessee,Company,Commercial,United States,apolshyn@utk.edu; utchemistry@utk.edu,USD,
University Of Tennessee - David Clark,University Of Tennessee - David Clark,Company,Commercial,United States,dclark42@uthsc.edu,USD,
University of Texas At Austin - 721,University of Texas At Austin - 721,Company,Commercial,United States,invoices@cm.utexas.edu,USD,
University of toledo- Linda Ruiz,University of toledo- Linda Ruiz,Company,Commercial,United States,linda.ruiz@utoledo.edu,USD,
University of Toledo - Paul Erhardt,University of Toledo - Paul Erhardt,Company,Commercial,United States,paul.erhardt@utoledo.edu,USD,
University of Toronto Mississauga,University of Toronto Mississauga,Company,Commercial,United States,lubna.abujazar@utoronto.ca,USD,
"University of Toronto, SGC","University of Toronto, SGC",Company,Commercial,United States,suzanne.ackloo@utoronto.ca,USD,
University of Turku,University of Turku,Company,Commercial,United States,ostolaskut.fi@cgi.com,USD,
University of Utah,University of Utah,Company,Commercial,United States,ap@admin.utah.edu,USD,
University Of Utah - Neoma Stout,University Of Utah - Neoma Stout,Company,Commercial,United States,nomiestout@chem.utah.edu,USD,
University of Vienna,University of Vienna,Company,Commercial,United States,rechnung@univie.ac.at,USD,
University Of Virginia,University Of Virginia,Company,Commercial,United States,vendor-Invoices@virginia.edu,USD,
University of Washington- A. Miller,University of Washington- A. Miller,Company,Commercial,United States,amille26@uw.edu,USD,
University of Washington - Hong Sze - CC,University of Washington - Hong Sze - CC,Company,Commercial,United States,hongsze@uw.edu,USD,
University of Waterloo,University of Waterloo,Company,Commercial,United States,sammouri@uwaterloo.ca,USD,
University of Western Ontario,University of Western Ontario,Company,Commercial,United States,apinvoice@uwo.ca,USD,
University of Wisconsin-Madison - CC,University of Wisconsin-Madison - CC,Company,Commercial,United States,smichaelson@wisc.edu,USD,
UPL Services LLC,UPL Services LLC,Company,Commercial,United States,apnam@upl-ltd.com,USD,
Uppsala University,Uppsala University,Company,Commercial,United States,iacopo.benesperi@kemi.uu.se,USD,
US ARMY - ECBC-Nicole Rippeon,US ARMY - ECBC-Nicole Rippeon,Company,Commercial,United States,nicole.rippeon.civ@mail.mil,USD,
USC - Michele S Dea,USC - Michele S Dea,Company,Commercial,United States,michele@usc.edu,USD,
USC Dornsife Office - M Bradley,USC Dornsife Office - M Bradley,Company,Commercial,United States,mrbradle@dornsife.usc.edu,USD,
"UT-Battelle, ORNL","UT-Battelle, ORNL",Company,Commercial,United States,calwellr@ornl.gov,USD,
UT Dallas,UT Dallas,Company,Commercial,United States,accountspayable@utdallas.edu,USD,
UT Southwestern,UT Southwestern,Company,Commercial,United States,accountspayable@utsouthwestern.edu,USD,
Utah Valley University,Utah Valley University,Company,Commercial,United States,Khowlett@uvu.edu,USD,
UTS,UTS,Company,Commercial,United States,Accounts.Payable@uts.edu.au,USD,
UWM Chemistry- Shelley Harrington,UWM Chemistry- Shelley Harrington,Company,Commercial,United States,harrings@uwm.edu,USD,
VA Medical Center - C Jobson,VA Medical Center - C Jobson,Company,Commercial,United States,christina.jobson@va.gov,USD,
Valdospan GmbH,Valdospan GmbH,Company,Commercial,United States,m.richter@valdospan.com; order1@valdospan.com,USD,
"Valo Health, Inc.","Valo Health, Inc.",Company,Commercial,United States,apinvoices@valohealth.com,USD,
Vanderbilt University,Vanderbilt University,Company,Commercial,United States,invoices@vanderbilt.edu,USD,
VCU,VCU,Company,Commercial,United States,obenchainme@vcu.edu,USD,
VECT-Horus SAS,VECT-Horus SAS,Company,Commercial,United States,cathel.davalle@vect-horus.com,USD,
"VenatoRx Pharmaceuticals, Inc.","VenatoRx Pharmaceuticals, Inc.",Company,Commercial,United States,AP@venatorx.com,USD,
Ventana Medical Systems-J. Kosmeder,Ventana Medical Systems-J. Kosmeder,Company,Commercial,United States,angela.otter@contractors.roche.com,USD,
Ventana Medical Systems - Jerome K,Ventana Medical Systems - Jerome K,Company,Commercial,United States,angela.otter@contractors.roche.com,USD,
Ventana Medical Systems - N Polaske,Ventana Medical Systems - N Polaske,Company,Commercial,United States,nate.polaske@roche.com,USD,
Ventus Therapeutics,Ventus Therapeutics,Company,Commercial,United States,invoices@ventustx.com,USD,
Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Company,Commercial,United States,lili_nguyen@vrtx.com,USD,
"Verve Therapeutics, Inc.","Verve Therapeutics, Inc.",Company,Commercial,United States,ap@vervetx.com,USD,
ViewPoint Therapeutics- Linda Liu,ViewPoint Therapeutics- Linda Liu,Company,Commercial,United States,accounting@viewpointtherapeutics.com,USD,
Vifor (International) Ltd.,Vifor (International) Ltd.,Company,Commercial,United States,Aris.Kalogerakis@viforpharma.com,USD,
Virginia Commonwealth University,Virginia Commonwealth University,Company,Commercial,United States,kfoltz2@vcu.edu,USD,
Virginia Polytechnic Institute,Virginia Polytechnic Institute,Company,Commercial,United States,vtinvoices@vt.edu,USD,
"Vividion Therapeutics, Inc.","Vividion Therapeutics, Inc.",Company,Commercial,United States,accountspayable@vividion.com,USD,
VWR International - USA,VWR International - USA,Company,Commercial,United States,AP.USMarketsource@vwr.com,USD,
VWR International BV,VWR International BV,Company,Commercial,United States,ap.nl@vwr.com,USD,
VWR International BVBA,VWR International BVBA,Company,Commercial,United States,local_proc_be@vwr.com,USD,
VWR International GmbH,VWR International GmbH,Company,Commercial,United States,ap.de@vwr.com,USD,
VWR International GmbH - Dietikon,VWR International GmbH - Dietikon,Company,Commercial,United States,financepdf.ch@vwr.com,USD,
Warner Babcock Institute,Warner Babcock Institute,Company,Commercial,United States,wes.nay@warnerbabcock.com,USD,
"Warp Drive Bio, Inc.","Warp Drive Bio, Inc.",Company,Commercial,United States,ap@warpdrivebio.com,USD,
Washington State University-Linda K,Washington State University-Linda K,Company,Commercial,United States,CHEM.PURCHASING@WSU.EDU,USD,
Washington State University-Molly S,Washington State University-Molly S,Company,Commercial,United States,molly.spain@wsu.edu,USD,
Washington University -G Kohring,Washington University -G Kohring,Company,Commercial,United States,gkohring@wustl.edu,USD,
Washington University in St. Louis,Washington University in St. Louis,Company,Commercial,United States,denise.shuff@wustl.edu,USD,
Wayne State University-Abigail Kell,Wayne State University-Abigail Kell,Company,Commercial,United States,abigail.kelly@wayne.edu,USD,
Wayne State University - Elizabeth,Wayne State University - Elizabeth,Company,Commercial,United States,order@wayne.edu,USD,
Wayne State University - Elizabeth [E],Wayne State University - Elizabeth [E],Company,Commercial,United States,order@wayne.edu,USD,
Wayne State University - Greg Kish,Wayne State University - Greg Kish,Company,Commercial,United States,gkish@wayne.edu,USD,
Weill Cornell Medicine,Weill Cornell Medicine,Company,Commercial,United States,wcmpoinvoices@med.cornell.edu,USD,
"Wellspring Biosciences, Inc.","Wellspring Biosciences, Inc.",Company,Commercial,United States,ap@wellspringbiosciences.com,USD,
West Virginia University - Andrey B,West Virginia University - Andrey B,Company,Commercial,United States,andrey.bobko@hsc.wvu.edu,USD,
Wilfrid Laurier University,Wilfrid Laurier University,Company,Commercial,United States,dgoussev@wlu.ca,USD,
Wisconsin Institute for Discovery,Wisconsin Institute for Discovery,Company,Commercial,United States,purchasing@wid.wisc.edu; mjschultz5@wisc.edu,USD,
WRAIR - Deniece McDowell,WRAIR - Deniece McDowell,Company,Commercial,United States,deniece.k.mcdowell.civ@mail.mil,USD,
WRAIR - Felecia Hagood,WRAIR - Felecia Hagood,Company,Commercial,United States,soohyeon.lee.ctr@health.mil,USD,
WRAIR - Lisa Meese,WRAIR - Lisa Meese,Company,Commercial,United States,andres.r.rochaguzman.mil@mail.mil,USD,
WRAIR - Sophia Kish,WRAIR - Sophia Kish,Company,Commercial,United States,sophia.y.kish.mil@mail.mil,USD,
WRAIR - Zanete Wright,WRAIR - Zanete Wright,Company,Commercial,United States,zanete.k.wright.civ@mail.mil,USD,
WRAIR/Experimental Therapeutics,WRAIR/Experimental Therapeutics,Company,Commercial,United States,deniece.k.mcdowell.civ@mail.mil,USD,
"X-Chem, Inc","X-Chem, Inc",Company,Commercial,United States,ca_ap@x-chemrx.com,USD,
Xenon Pharmaceuticals Inc,Xenon Pharmaceuticals Inc,Company,Commercial,United States,payables@xenon-pharma.com; purchasing@xenon-pharma.com,USD,
Yale University,Yale University,Company,Commercial,United States,ap.vendorinvoices@yale.edu,USD,
Yale University - Morgan Levine,Yale University - Morgan Levine,Company,Commercial,United States,morgan.levine@yale.edu,USD,
Yonsei University - Dept of Biotech,Yonsei University - Dept of Biotech,Company,Commercial,United States,shj2361@yonsei.ac.kr,USD,
Yumanity Therapeutics,Yumanity Therapeutics,Company,Commercial,United States,Accountspayable@yumanity.com,USD,
ZAGENO Inc,ZAGENO Inc,Company,Commercial,United States,ap@zageno.com; orders@zageno.com,USD,
"Zeno Management, Inc","Zeno Management, Inc",Company,Commercial,United States,accounting@zenopharma.com,USD,
Zhengzhou University,Zhengzhou University,Company,Commercial,United States,guo_mx99@163.com,USD,
Zikani Therapeutics,Zikani Therapeutics,Company,Commercial,United States,receiving@macrolide.com,USD,
Zymeworks Inc.,Zymeworks Inc.,Company,Commercial,United States,ap@zymeworks.com,USD,
